doi,author_name,affiliation,ror_id
10.1108/09526869810230902,Brian H. Kleiner,"Department of Management of Business Administration and Economics, California State University, Fullerton, California, USA",https://ror.org/02avqqw26
10.1108/09544789910256993,Stanislav Karapetrovic,"University of Manitoba, , Winnipeg, Manitoba, Canadá",https://ror.org/02gfys938
10.1108/01443579510080409,Jaideep Motwani,"(Department of Management, F.E. Seidman School of Business, Grand Valley State University, Grand Rapids, Michigan)",https://ror.org/001m1hv61
10.1108/13527599610131872,Brian H. Kleiner,"Department of Management of Business Administration and Economics, California State University, Fullerton, California, USA",https://ror.org/02avqqw26
https://doi.org/10.1108/01443579410067252,John Walker,"(Nanyang Business School, Nanyang Technological University, Singapore)",https://ror.org/02e7b5302
10.1108/14637159910297358,Marilyn M. Helms,"(The University of Tennessee at Chattanooga, Chattanooga, Tennessee, USA)",https://ror.org/00nqb1v70
https://doi.org/10.1108/02634509410052667,Mike Wilson,(Chairman of Marketing Improvements Group and a Visiting Professor at Cranfield School of Management),https://ror.org/05cncd958
https://doi.org/10.1108/02656719610124244,Dean Elmuti,"Lumpkin College of Business and Applied Sciences, Eastern Illinois University, Charleston, USA",https://ror.org/035z2ew45
10.1108/08858629810213351,Paul Herbig,"(Professor of Marketing, Texas A&M International University, Texas, USA)",https://ror.org/028861t28
https://doi.org/10.1108/02621710010373278,Hilary Harris,"Cranfield School of Management, Cranfield, UK",https://ror.org/05cncd958
10.1108/01443589910284390,Minh Quang Dao,"( Eastern Illinois University, Charleston, Illinois, USA, and)",https://ror.org/035z2ew45
https://doi.org/10.1108/09555349610107041,Paul Herbig,"(Professor of Marketing, Texas A&M International University, Texas, USA)",https://ror.org/028861t28
https://doi.org/10.1108/01443589910284390,Minh Quang Dao,"( Eastern Illinois University, Charleston, Illinois, USA, and)",https://ror.org/035z2ew45
10.1108/02656710210427566,Ed Mitchell,"Centre for Business Excellence, University of Northumbria,  Newcastle upon Tyne, UK",https://ror.org/049e6bc10
10.1108/02689230010340471,Alice Moore,"The University of Northumbria at Newcastle, Newcastle‐upon‐Tyne, UK",https://ror.org/049e6bc10
https://doi.org/10.1108/02656719510097499,Clive Goulden,"De Montfort University, Leicester, UK",https://ror.org/0312pnr83
https://doi.org/10.1093/fampra/19.4.319,Ed Mitchell,"Centre for Business Excellence, University of Northumbria,  Newcastle upon Tyne, UK",https://ror.org/049e6bc10
https://doi.org/10.1108/02656719510089920,Jaideep Motwani,"F.E. Seidman School of Business, Grand Valley State University, Grand Rapids, Michigan, USA",https://ror.org/001m1hv61
https://doi.org/10.1108/02651339510091708,Dave Crick,"(Reader in International Business, Marketing Department, De Montfort University, Leicester, UK)",https://ror.org/0312pnr83
https://doi.org/10.1108/02637479710168892,Maureen Whitehead,"Senior Lecturer in Retailing and Marketing, Manchester Metropolitan University, Manchester, UK",https://ror.org/02hstj355
https://doi.org/10.1108/00070709710165205,Joan Upson,"Senior Lecturer, School of Law, De Montfort University, Leicester, UK",https://ror.org/0312pnr83
https://doi.org/10.1108/09526869810230902,Brian H. Kleiner,"Department of Management, School of Business Administration and Economics, California State University, Fullerton, California, USA",https://ror.org/02avqqw26
https://doi.org/10.1108/00251749910291587,Ceasar Douglas,"(Management Department, Grand Valley State University, Allendale, Michigan, USA)",https://ror.org/001m1hv61
https://doi.org/10.1108/00251749410057320,Barry J. Davies,"MFI Professor of Retail Marketing, in the Department ofRetailing and Marketing at the Manchester Metropolitan University, UK.",https://ror.org/02hstj355
10.1108/09526860110366223,Janette Bennett,"(ICIS Project Coordinator, Kettering General Hospital, Kettering, UK)",https://ror.org/032kmqj66
10.1108/09526869510090965,Christopher Johns,"Is the Clinical Audit and Quality Facilitator at North Tees Health NHS Trust, Stockton‐on‐Tees, UK.",https://ror.org/058rxv392
10.1108/09534819810212142,Astad Pastakia,"(Nirma Institute of Management, Ahmedabad, India)",https://ror.org/05qkq7x38
10.1108/09544789510081054,Richard Floyd Nicholls,"(guest lecturer at Nicholas Copernicus University in Torun, Poland, supported by the Civic Education Project.)",https://ror.org/0102mm775
10.1108/09544789910282426,Stefan Lagrosen,"(Stefan Lagrosen is at the School of Management and Economics, Växjö University, Sweden.)",https://ror.org/04hwmbc03
10.1108/09576069610116904,Bob Barker,"UK Operations Director, Hanson Electrical, Preston, UK",https://ror.org/01q0egy64
10.1108/09576069810230428,Rambabu Kodali,"Birla Institute of Technology and Science, Pilani, India",https://ror.org/001p3jz28
10.1108/09600039410071280,Ari P.J. Vepsäläinen,"(At the Department of Logistics, Helsinki School of Economics and Business Administration, Helsinki, Finland.)",https://ror.org/020hwjq30
10.1108/09649420110380265,Janet Cooper Jackson,"(Janet Cooper Jackson is an Assistant Professor of Organizational Leadership, Chapman University, Orange, California, USA.)",https://ror.org/0452jzg20
10.1108/10650740210431907,C. Richard Hartshorne,"C. Richard Hartshorne is a Graduate Assistant and Teaching and Technology Fellow, at the University of Florida, College of Education, Gainesville, Florida, USA.",https://ror.org/010bgev76
10.1108/13522750210414481,Ursula Wrobel,"(Ursula Wrobel is based at Europa‐Universtät Viadrina, Frankfurt (Oder), Germany.)",https://ror.org/02msan859
10.1108/13552519610120469,Rakesh Gupta,"(Ch. Charan Singh University, Meerut, India)",https://ror.org/01hzdv945
10.1108/13620439810214402,Jack L. Simonetti,"The Graduate School of Management, The University of Toledo, USA",https://ror.org/00awd9g61
10.1108/13620439910287997,Atefeh Sadri McCampbell,"(Florida Institute of Technology, Maryland, USA)",https://ror.org/04atsbb87
10.1108/13620439910288013,James T. Scarnati,"(County Superintendent, Warren County School District, Warren, Pennsylvania, USA)",https://ror.org/027dakc19
10.1108/13639510010355611,Darryl B. Plecas,"Professor, Department of Criminology and Criminal Justice, University College of the Fraser Valley, Mission, BC, Canada",https://ror.org/04h6w7946
10.1108/13639519810220208,Don Hummer,University of Massachusetts Lowell - USA,https://ror.org/03hamhx47
10.1108/13639519810220208,Vic W. Bumphus,Eastern Kentucky University,https://ror.org/012xks909
10.1108/14601060010352506,Tim Saxon,"(Tim Saxon is Senior Director, International Business Development, at Whitehall Robins, Madison, New Jersey, USA.)",https://ror.org/00d54pv09
10.1110/ps.0204702,Anna Karlsson,"Division of Clinical Virology, Karolinska Institute, Huddinge University Hospital, S-141 86 Stockholm, Sweden",https://ror.org/00m8d6786
10.1113/jphysiol.2002.023275,Timothy P. O'Connor,"Department of Biology, City College of New York, CUNY, 138th Street and Convent Avenue, New York, NY 10031, USA",https://ror.org/00wmhkr98
10.1149/1.1394057,C. Dehm,"Infineon Technologies, D-81739 Munich, Germany",https://ror.org/005kw6t15
10.1128/jcm.40.7.2476-2479.2002,Ritsuko Mitsuhata,"Microbiology, Westchester Medical Center, and New York Medical College, Valhalla, New York 10595",https://ror.org/03fcgva33
10.1134/1.1490016,V. V. Yanovsky,"Institute of single crystals, National Academy of Sciences of Ukraine, Kharkov, Ukraine",https://ror.org/011408310
https://doi.org/10.1108/09513559510088533,Michael Humphreys,"Bolton Institute of Higher Education, Bolton, UK",https://ror.org/01t884y44
https://doi.org/10.1108/09526860010319523,John Øvretveit,"Professor of Health Policy and Management, The Nordic School of Public Health, Goteborg, Sweden",https://ror.org/03gfs5c49
10.1108/09534819510077092,Allan H. Church,"W. Warner Burke Associates, New York, USA",https://ror.org/045xx6g59
10.1108/09596119410052017,Cyril Atkinson,"(Director of the National Society for Quality through Teamwork (NSQT), Salisbury, England.)",https://ror.org/029gwvs11
https://doi.org/10.1108/09564239710189817,Jozée Lapierre,"École Polytechnique de Montréal, Montréal, Québec  Canada",https://ror.org/05f8d4e86
https://doi.org/10.1108/09564239910288941,Javier Reynoso,"(Services Management Research and Education, Graduate School of Business Administration and Leadership (EGADE), Monterrey Institute of Science and Technology (ITESM), Monterrey, Mexico)",https://ror.org/03ayjn504
10.1108/14637159810231027,Jan Holmström,"Researchers at the Helsinki University of Technology, IIA – Research Institute, Espoo, Finland.",https://ror.org/05kph4940
https://doi.org/10.1108/09576069910280567,David A. Johnston,"Arthur Andersen, Dallas, Texas, USA",https://ror.org/00vhvv548
https://doi.org/10.1108/09649420010335509,Anita Ramgutty‐Wong,"(Anita Ramgutty‐Wong is a Lecturer in Human Resource Studies, Faculty of Law and Management, University of Mauritius, Reduit, Mauritius.)",https://ror.org/05cyprz33
https://doi.org/10.1108/09685220210417472,Mark Lunn,"(Systems Architect, KPMG Consulting, Inc., Melbourne, Australia)",https://ror.org/05rjsp326
https://doi.org/10.1108/09604529710166923,Pat Townsend,"(Author, consultant and adviser on quality, based in Holden, Massachusetts, USA. Pat Townsend, who is a member of this journal’s editorial advisory board, has published Commit To Quality, which is a business best‐seller)",https://ror.org/02q248z41
https://doi.org/10.1108/09654289610118992,Joanna Ibarra,(Joanna Ibarra is Programme Co‐ordinator for the charity Community Hygiene Concern),https://ror.org/01je6ev79
https://doi.org/10.1108/10650750210430169,Art Rhyno,"(Art Rhyno is Systems Librarian at the Leddy Library, University of Windsor, Ontario, Canada.)",https://ror.org/01gw3d370
https://doi.org/10.1108/13639519910285035,Olivia Yu,"(Utica College of Syracuse University, Utica, NY, USA)",https://ror.org/002ygss10
10.1113/jphysiol.2002.020503,Sonia Gasparini,"Neuroscience Center, Louisiana State University Health Science Center, New Orleans, LA 70112, USA.",https://ror.org/01qv8fp92
https://doi.org/10.1118/1.1487859,A. Robert Kagan,"Radiation Oncology Department, Southern California Permanente Medical Group, Los Angeles, California 90027",https://ror.org/00spys463
10.1122/1.1487368,Edwin C. Cua,"Polymer Program, Institute of Material Sciences and Department of Chemical Engineering and Institute of Material Sciences, University of Connecticut, U-3136, Storrs, Connecticut 06269-3136",https://ror.org/046v9f126
10.1130/0016-7606(2002)114<0883:waropf>2.0.co;2,Joan Martí,"Volcanology Group, Institute of Earth Sciences ""Jaume Almera"" CSIC, C/Lluís Solé Sabarís s/n, Barcelona 08028, Spain",https://ror.org/01nsd7y51
10.1134/1.1493382,L. I. Kuzub,"Institute of Problems of Chemical Physics, Russian Academy of Sciences, Chernogolovka Moscow oblast, Russia",https://ror.org/02nknzn40
https://doi.org/10.1108/09526869610125028,Brenda Taylor,"(Royal Preston Hospital, Preston, UK)",https://ror.org/05kpx1157
10.1108/09526869910272518,Jenny Mandelson,"National Nurse Surveyor, Service for the Aged, Ministry of Labor and Social Affairs, Jerusalem, Israel",https://ror.org/04ch01631
https://doi.org/10.1108/09544789710178541,Murray Duffin,"(SGS‐Thomson Microelectronics, Pouilly, France, and also a member of TQM Magazine’s Editorial Advisory Board)",https://ror.org/00wm3b005
10.1108/09566169910274960,Andreas Zerlauth,"Interdisciplinary Institute of Environmental Economics and Management, Vienna University of Economics and Business Administration, Vienna, Austria",https://ror.org/03yn8s215
10.1108/13565369810370319,Paul E. Collander,"Nokia Research Center, Finland",https://ror.org/04pkc8m17
https://doi.org/10.1108/14664100010352557,S. Pyke,"(Clinical Manager, Trafford General Hospital, Manchester, UK)",https://ror.org/02snwfx66
https://doi.org/10.1134/1.1493756,S. V. Shevtsov,"Voronezh State Pedagogical University, Voronezh, Russia",https://ror.org/02m4a5582
10.1108/08876049610119794,Hokey Min,"Associate Professor of Logistics and Operations Management, Department of Marketing and Transportation, Auburn University, Auburn, Alabama, USA.",https://ror.org/02v80fc35
10.1108/08880450010310507,Mary Koehler Goolsby,"(Technical Services Supervisor for the Crouch Fine Arts Library, Baylor University, Waco, USA.)",https://ror.org/005781934
https://doi.org/10.1108/09566169710180740,M. Rizk,"Nuclear Research Center, Atomic Energy, Cairo, Egypt",https://ror.org/04hd0yz67
10.1108/09604520010373136,Dawna L. Rhoades,"(Assistant Professor at the Embry‐Riddle Aeronautical University, Daytona Beach, Florida, USA.)",https://ror.org/010jskt71
https://doi.org/10.1108/09684879710188167,Wing‐Ming Cheung,"(The Centre for Research and Development, The Hong Kong Institute of Education, Hong Kong)",https://ror.org/000t0f062
https://doi.org/10.1108/10878570210414417,Patricia K. Zingheim,"other pay solutions. He is joint author of Pay People Right! Breakthrough Reward Strategies to Create Great Companies (Jossey‐Bass, 2000).",https://ror.org/016jadm77
https://doi.org/10.1108/13552519810233985,Kazumi Yasui,"[Department of Industrial Engineering, Aichi Institute of Technology, Toyota, Japan]",https://ror.org/02qsepw74
https://doi.org/10.1108/13620439810214402,Clinton O. Longenecker,"The Graduate School of Management, The University of Toledo, USA",https://ror.org/00awd9g61
https://doi.org/10.1108/13683040210420493,Denis Leonard,"RMT Inc., Wisconsin, USA",https://ror.org/032j6ge54
https://doi.org/10.1128/jcm.40.7.2609-2611.2002,Lawrence Corey,"University of Washington, Seattle, Washington 98195, Program in Infectious Diseases, Fred Hutchinson Cancer Research Center, Seattle, Washington 98109, and Virology Section, Children's Hospital and Regional Medical Center, Seattle, Washington 98105",https://ror.org/01njes783
https://doi.org/10.1108/09696470210424015,Jonas Roth,"(Jonas Roth is at the Fenix Research Program, Chalmers University of Technology, Göteborg, Sweden.)",https://ror.org/040wg7k59
https://doi.org/10.1108/13552519610120450,Heinz P. Berg,"(Bundesamt für Strahlenschutz (BfS), Salzgitter, Federal Republic of Germany)",https://ror.org/02yvd4j36
10.1149/1.1393980,E. Augendre,"IMEC, B-3001 Leuven, Belgium",https://ror.org/02kcbn207
https://doi.org/10.1108/09513579510100707,John T. Rigsby,"Mississippi State University, Mississippi, USA",https://ror.org/0432jq872
https://doi.org/10.1108/13620439610129995,Steve Antcliff,"Personnel Manager, Contract Services, Yorkshire Water Services, Leeds, UK",https://ror.org/049tfmr46
